date,chunky_sneakers
2020-10-26,0.01935725468788157
2020-11-02,0.01870892847390391
2020-11-09,0.01760965433522925
2020-11-16,0.02109049418818038
2020-11-23,0.01909065358638414
2020-11-30,0.01651891960249944
2020-12-07,0.01669947098888013
2020-12-14,0.0171938385298787
2020-12-21,0.01466771465465172
2020-12-28,0.01551909546875099
2021-01-04,0.01562901649401156
2021-01-11,0.01549735157251777
2021-01-18,0.01499290661659621
2021-01-25,0.01644929541036866
2021-02-01,0.01588643175025682
2021-02-08,0.0169970970444581
2021-02-15,0.01523794345904707
2021-02-22,0.0183777143043984
2021-03-01,0.02001578304517032
2021-03-08,0.01917873894010489
2021-03-15,0.01874918860376838
2021-03-22,0.01945023550923134
2021-03-29,0.01654271374043523
2021-04-05,0.02150261028889646
2021-04-12,0.02115172617569899
2021-04-19,0.02023110538014895
2021-04-26,0.02071674750018537
2021-05-03,0.02097781429245753
2021-05-10,0.01965165287811782
2021-05-17,0.01978990484786019
2021-05-24,0.01935861250235309
2021-05-31,0.02174241389325437
2021-06-07,0.01833113770394194
2021-06-14,0.01895874657551506
2021-06-21,0.01900811529242892
2021-06-28,0.02010371533382405
2021-07-05,0.01883378311354008
2021-07-12,0.0176371936157423
2021-07-19,0.01735810630023464
2021-07-26,0.01970396999922488
2021-08-02,0.01929598236222608
2021-08-09,0.01940434090174552
2021-08-16,0.01840983357374533
2021-08-23,0.0204917246725655
2021-08-30,0.02038440460686452
2021-09-06,0.01991315772397606
2021-09-13,0.02028143578868837
2021-09-20,0.01942304283476267
2021-09-27,0.01978731314656958
2021-10-04,0.01961826752648224
2021-10-11,0.01889945036489758
2021-10-18,0.0182307315298444
2021-10-25,0.01748036396075178
2021-11-01,0.01335658680954114
2021-11-08,0.01517389726645213
2021-11-15,0.01597791202535136
2021-11-22,0.01717444226901326
2021-11-29,0.01293650979600715
2021-12-06,0.01286870724718436
2021-12-13,0.01366712461302162
2021-12-20,0.01339063285123395
2021-12-27,0.01664765757627434
2022-01-03,0.01379297017294755
2022-01-10,0.0139183388023287
2022-01-17,0.01496844175351719
2022-01-24,0.01486628675796384
2022-01-31,0.01405000513437243
2022-02-07,0.01657545586582507
2022-02-14,0.0150337129034785
2022-02-21,0.01544212660640574
2022-02-28,0.01682747688791014
2022-03-07,0.01873850294744907
2022-03-14,0.01762866238608095
2022-03-21,0.01857120685382763
2022-03-28,0.01732946588766764
2022-04-04,0.02092122493954601
2022-04-11,0.01987277381324683
2022-04-18,0.0195960415226023
2022-04-25,0.01681400033678985
2022-05-02,0.0173623400665663
2022-05-09,0.01936813169330119
2022-05-16,0.01927258043573489
2022-05-23,0.01870257370175324
2022-05-30,0.02031803174489134
2022-06-06,0.01986782572159502
2022-06-13,0.01867807557784311
2022-06-20,0.01983508320065711
2022-06-27,0.02122781716235717
2022-07-04,0.02039139067466612
2022-07-11,0.01878321475923622
2022-07-18,0.01721366024045932
2022-07-25,0.01976645909284471
2022-08-01,0.02065980027286134
2022-08-08,0.0210831409007517
2022-08-15,0.02174578503945606
2022-08-22,0.02006292935869346
2022-08-29,0.02185638935384389
2022-09-05,0.02299732677554609
2022-09-12,0.01979391467236988
2022-09-19,0.02135238322110667
2022-09-26,0.02044373082356044
2022-10-03,0.0201128622846498
2022-10-10,0.01963900940648454
2022-10-17,0.02058373320505831
2022-10-24,0.02274598153175694
2022-10-31,0.01443303330754545
2022-11-07,0.01627084247584856
2022-11-14,0.01649392739590327
2022-11-21,0.01639652008021793
2022-11-28,0.01468649572125895
2022-12-05,0.01455303933821008
2022-12-12,0.01372190083535004
2022-12-19,0.01566270370240365
2022-12-26,0.01454315239409492
2023-01-02,0.01355358121935973
2023-01-09,0.0153939369434348
2023-01-16,0.01469359948564713
2023-01-23,0.01590685295472647
2023-01-30,0.01748791982686932
2023-02-06,0.01851411766319239
2023-02-13,0.01513127279211285
2023-02-20,0.01800982849034985
2023-02-27,0.0186601598164376
2023-03-06,0.01872441129149269
2023-03-13,0.0182405194440248
2023-03-20,0.02014164192807512
2023-03-27,0.01898552170298028
2023-04-03,0.01886024243915682
2023-04-10,0.01979122210848855
2023-04-17,0.02101899892399743
2023-04-24,0.02139435410127613
2023-05-01,0.02102318473176394
2023-05-08,0.02004979467537483
2023-05-15,0.02005863485626377
2023-05-22,0.02102451457126613
2023-05-29,0.02132557257759702
2023-06-05,0.02024702193145462
2023-06-12,0.02124179953700811
2023-06-19,0.01924708280826278
2023-06-26,0.02217701344762464
2023-07-03,0.01903781461162629
2023-07-10,0.01973614867760259
2023-07-17,0.01927948503527828
2023-07-24,0.02087709441399433
2023-07-31,0.02186424649458521
2023-08-07,0.02307006526592734
2023-08-14,0.02596696323241451
2023-08-21,0.02188409277372865
2023-08-28,0.02375186688715919
2023-09-04,0.02436153525814459
2023-09-11,0.02085900026735494
2023-09-18,0.02351636155275338
2023-09-25,0.02167445266566105
2023-10-02,0.02172534499160371
2023-10-09,0.02448205250330846
2023-10-16,0.02440508594232256
2023-10-23,0.02331481693655565
2023-10-30,0.01650560449594331
2023-11-06,0.01751470022430303
2023-11-13,0.01992474532650414
2023-11-20,0.0169971911649303
2023-11-27,0.01708220728173531
2023-12-04,0.01640887981646144
2023-12-11,0.01556802662733183
2023-12-18,0.01798397158202854
2023-12-25,0.0169151239150267
2024-01-01,0.01435491278459561
